sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
75	1	95182	4757	425370	5143	12302	
75	2	183946	4324	413102	5230	12211	
75	4	376877	3820	403476	5187	12165	
75	8	753808	3189	403690	5035	12228	
75	16	1591199	3192	393624	5030	12127	
75	32	3010108	4521	349658	4945	12178	
75	64	6053333	7843	263443	7779	12204	
