sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
25	1	94636	4663	102392	3242	4050	
25	2	181552	4238	104520	3264	4089	
25	4	381409	3655	104597	3273	4044	
25	8	734467	2999	104905	3221	3974	
25	16	1486465	2854	103376	3206	3977	
25	32	2926410	3211	101507	3358	4144	
25	64	5868930	3707	103505	3643	4009	
