sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
50	1	96430	6499	239446	4839	8056	
50	2	183318	5983	253035	4824	8136	
50	4	382958	5187	245150	4822	8084	
50	8	828968	4335	240579	4810	8114	
50	16	1502442	3653	316493	4867	8112	
50	32	3034000	4300	212362	4611	8100	
50	64	6078480	6300	171390	6236	8153	
