sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
50	1	95822	6541	261096	4879	8141	
50	2	184428	5947	250368	4857	8104	
50	4	378550	5212	341235	4794	7922	
50	8	754245	4307	284546	4843	8172	
50	16	1502790	3647	243854	4933	8160	
50	32	3052680	4307	308836	4648	8154	
50	64	6205036	6352	174463	6288	8226	
