sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
90	1	94574	2339	530962	4518	14562	
90	2	180556	2048	536717	4490	14601	
90	4	370505	1873	511246	4418	14554	
90	8	736866	1929	510405	4384	14545	
90	16	1460535	2567	492430	4159	14626	
90	32	2917080	4408	426163	4821	14594	
90	64	5826408	8277	324192	8213	14617	
