sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
75	1	94686	4825	442875	5218	12211	
75	2	186536	4336	405205	5237	12233	
75	4	377871	3750	405981	5190	12207	
75	8	747724	3172	401997	5080	12233	
75	16	1643508	3192	398429	5103	12190	
75	32	2970257	4535	350778	4937	12216	
75	64	5923870	7844	262170	7780	12204	
