sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
50	1	93760	6571	246887	4850	8125	
50	2	180084	5978	247169	4837	8121	
50	4	369196	5219	241055	4852	8197	
50	8	740866	4337	235598	4833	8087	
50	16	1473044	3683	237513	4897	8099	
50	32	2941342	4290	207576	4613	8068	
50	64	5840955	6215	176138	6189	8017	
