sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
10	1	94410	1982	32886	1565	1609	
10	2	181657	1796	32918	1584	1635	
10	4	388669	1538	34430	1523	1570	
10	8	774406	1540	39926	1579	1634	
10	16	1491085	1566	39302	1564	1609	
10	32	2975913	1624	48944	1570	1609	
10	64	5897392	1734	75961	1637	1652	
