sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
90	1	96134	2405	525230	4600	14580	
90	2	182874	1975	539272	4336	14679	
90	4	375135	1870	524053	4414	14566	
90	8	741391	1913	512672	4302	14621	
90	16	1486156	2584	497414	4021	14619	
90	32	2951926	4416	432832	4831	14639	
90	64	5951710	8296	329489	8232	14609	
