sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
25	1	95415	4771	104039	3270	4087	
25	2	184335	4148	105434	3263	4045	
25	4	389198	3618	108059	3256	4071	
25	8	756652	3038	104881	3265	4047	
25	16	1503117	2911	108006	3289	4071	
25	32	2954107	3283	103336	3421	4187	
25	64	5984480	3721	104772	3657	4031	
