sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
25	1	95806	4703	105565	3287	4096	
25	2	181832	4139	178687	3239	4022	
25	4	383879	3590	103020	3229	3998	
25	8	751529	3069	105336	3287	4100	
25	16	1479332	2890	103352	3248	4018	
25	32	2940869	3261	100430	3392	4095	
25	64	5881035	3715	104642	3651	4049	
