sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
50	1	95345	6508	288772	4866	8177	
50	2	195505	5916	257287	4822	8115	
50	4	375185	5246	239305	4784	8107	
50	8	751038	4346	240350	4833	8131	
50	16	1563920	3663	239614	4852	8185	
50	32	2966921	4307	209094	4631	8073	
50	64	6010668	6229	170427	6165	8010	
