sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
75	1	96128	4829	410821	5215	12224	
75	2	186884	4473	405844	5180	12063	
75	4	377383	3796	398728	5141	12134	
75	8	851334	3162	398399	5049	12230	
75	16	1546702	3169	399529	4959	12206	
75	32	2975094	4536	338928	4911	12089	
75	64	6048421	7867	301884	7803	12185	
