sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
25	1	96438	4809	118941	3331	4183	
25	2	183434	4201	104171	3252	4058	
25	4	394275	3594	106538	3261	4027	
25	8	754971	3114	106287	3290	4097	
25	16	1490211	2922	107063	3286	4090	
25	32	2975021	3207	97514	3327	3974	
25	64	5913083	3697	103446	3661	4015	
