sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
25	1	97573	4636	104449	3261	4053	
25	2	183077	4144	106781	3258	4049	
25	4	382100	3528	101174	3190	3938	
25	8	886462	3097	104978	3289	4103	
25	16	1491038	2935	108311	3315	4137	
25	32	3064362	3180	98920	3303	3985	
25	64	6163358	3825	105669	3761	4155	
