sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
25	1	95666	4713	107534	3246	4090	
25	2	184670	4142	104961	3257	4015	
25	4	384455	3695	105642	3334	4117	
25	8	746785	3130	109524	3326	4173	
25	16	1517944	2895	108885	3289	4101	
25	32	2986440	3233	99732	3362	4058	
25	64	5972487	3751	104964	3687	4059	
