sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
10	1	94971	2020	46617	1554	1600	
10	2	187938	1778	34015	1591	1640	
10	4	379020	1599	32300	1569	1620	
10	8	755569	1547	36472	1590	1635	
10	16	1491610	1613	39366	1600	1649	
10	32	2966840	1648	49147	1582	1611	
10	64	5970307	1744	75864	1644	1658	
