sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
90	1	93557	2267	524553	4530	14627	
90	2	180453	2156	525161	4574	14559	
90	4	373439	1867	523928	4474	14565	
90	8	737983	1928	513553	4232	14586	
90	16	1470056	2599	491508	4094	14678	
90	32	2917953	4435	422211	4860	14565	
90	64	5845887	8282	323565	8218	14601	
