sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
90	1	97311	2287	545756	4431	14618	
90	2	185354	1941	548713	4350	14678	
90	4	374178	1849	639594	4368	14601	
90	8	786501	1899	597213	4298	14590	
90	16	1486727	2573	496541	3978	14622	
90	32	2993303	4405	439611	4837	14653	
90	64	6018081	8293	328310	8229	14599	
