sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
25	1	95807	4668	113570	3290	4066	
25	2	183238	4151	104341	3227	4018	
25	4	387101	3572	103735	3240	4020	
25	8	746959	3059	106623	3274	4081	
25	16	1491481	2931	107696	3303	4131	
25	32	2962210	3212	99121	3329	4045	
25	64	5953471	3762	107528	3717	4076	
