sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
50	1	94344	6534	238690	4842	8076	
50	2	184201	5972	246474	4837	8140	
50	4	375375	5143	238851	4851	8109	
50	8	738516	4359	238608	4838	8096	
50	16	1471072	3666	238745	4862	8128	
50	32	2938172	4325	209838	4618	8060	
50	64	5848854	6300	169922	6236	8125	
