sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
50	1	96142	6511	247323	4894	8231	
50	2	183539	5900	249220	4851	8167	
50	4	375415	5159	239850	4816	8045	
50	8	747402	4383	242056	4850	8033	
50	16	1486315	3662	235020	4795	8042	
50	32	2959712	4324	209036	4652	8055	
50	64	5911147	6262	172756	6198	8159	
