sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
75	1	97620	4833	414069	5179	12209	
75	2	196464	4344	460762	5187	12210	
75	4	375168	3779	413897	5179	12158	
75	8	766054	3194	402002	5145	12175	
75	16	1520159	3202	392035	4991	12221	
75	32	3076938	4527	356644	4924	12172	
75	64	6000603	7829	261196	7765	12154	
