sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
90	1	95071	2277	576728	4511	14624	
90	2	185461	2009	541198	4478	14628	
90	4	380517	1882	537127	4461	14551	
90	8	799991	1889	519728	4201	14614	
90	16	1482289	2596	494389	3996	14597	
90	32	2989218	4428	426235	4834	14632	
90	64	5963704	8279	332110	8215	14565	
