sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
50	1	94808	6541	246448	4867	8086	
50	2	183484	5971	258426	4808	8076	
50	4	378663	5145	244561	4840	8153	
50	8	752854	4349	242997	4875	8192	
50	16	1508229	3680	240710	4818	8062	
50	32	2970989	4325	211707	4643	8129	
50	64	5909778	6328	171183	6264	8162	
