sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
10	1	93531	2043	33068	1568	1633	
10	2	179602	1723	33020	1550	1606	
10	4	371962	1603	34147	1586	1646	
10	8	746828	1582	36365	1618	1667	
10	16	1466701	1620	39525	1612	1654	
10	32	2939316	1705	50244	1639	1662	
10	64	5836210	1672	73568	1565	1576	
