sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
50	1	97451	6551	238198	4856	8052	
50	2	183296	5972	256940	4901	8251	
50	4	376325	5204	245029	4859	8224	
50	8	744729	4281	245279	4851	8177	
50	16	1497943	3712	237660	4925	8097	
50	32	2960665	4292	212151	4631	8119	
50	64	5934961	6300	176150	6236	8064	
