sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
10	1	93570	2001	32995	1552	1604	
10	2	180030	1728	31510	1529	1577	
10	4	370333	1590	34774	1564	1625	
10	8	741339	1589	36494	1632	1698	
10	16	1463527	1579	37336	1555	1589	
10	32	2922090	1697	47859	1626	1645	
10	64	5820052	1730	74573	1627	1640	
