sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
25	1	94788	4689	112863	3250	4045	
25	2	181975	4237	112004	3293	4168	
25	4	387915	3579	104387	3262	3991	
25	8	760180	3072	107584	3296	4086	
25	16	1596703	2889	134594	3241	4040	
25	32	3262624	3247	107184	3370	4090	
25	64	6053823	3749	111723	3685	4069	
