sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
90	1	98057	2310	528753	4553	14589	
90	2	184167	2040	546662	4541	14618	
90	4	375883	1872	535610	4382	14575	
90	8	758495	1897	524019	4351	14645	
90	16	1482618	2581	490452	3937	14610	
90	32	3005356	4433	425589	4839	14633	
90	64	5890863	8282	329471	8230	14612	
