sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
90	1	93950	2086	542904	4526	14614	
90	2	190647	2059	521038	4461	14613	
90	4	369078	1868	528094	4338	14577	
90	8	738000	1894	512603	4312	14587	
90	16	1462157	2562	496620	4005	14707	
90	32	2918327	4432	425466	4871	14601	
90	64	5831634	8277	319937	8213	14501	
