sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
10	1	98065	1964	33227	1534	1587	
10	2	191600	1710	30809	1518	1563	
10	4	379642	1620	36584	1612	1671	
10	8	758837	1559	36423	1597	1655	
10	16	1548251	1509	38771	1489	1534	
10	32	2969923	1723	51206	1650	1673	
10	64	5928026	1746	74417	1639	1654	
