sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
10	1	94541	2049	34739	1576	1630	
10	2	190629	1777	32934	1564	1617	
10	4	379757	1584	33891	1563	1614	
10	8	752736	1508	33033	1533	1578	
10	16	1498320	1624	39799	1623	1666	
10	32	2968274	1703	47990	1631	1651	
10	64	5938807	1685	74906	1576	1586	
