sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
10	1	96789	1986	33997	1572	1629	
10	2	182568	1748	32208	1557	1605	
10	4	381332	1552	35458	1550	1603	
10	8	771720	1555	36341	1605	1659	
10	16	1536891	1637	40030	1625	1664	
10	32	2995199	1627	48504	1559	1578	
10	64	5921426	1708	74487	1603	1618	
