sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
90	1	93902	2367	524357	4505	14580	
90	2	180553	2033	532220	4456	14646	
90	4	370221	1847	541345	4415	14595	
90	8	750475	1906	509330	4246	14596	
90	16	1468208	2602	484712	4139	14525	
90	32	2917967	4431	426511	4854	14554	
90	64	5841516	8291	326155	8227	14612	
