sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
75	1	93196	4809	400027	5132	12214	
75	2	186751	4418	395253	5120	12094	
75	4	370313	3752	392887	5115	12121	
75	8	736961	3223	395601	5080	12168	
75	16	1473822	3170	389704	4909	12222	
75	32	2922938	4537	336320	4910	12105	
75	64	5829877	7841	258437	7777	12173	
