sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
50	1	95329	6510	246596	4843	8202	
50	2	183675	5911	252272	4885	8162	
50	4	376356	5249	250466	4893	8173	
50	8	793318	4366	256606	4850	8047	
50	16	1600096	3715	243142	4836	8017	
50	32	3059614	4289	212965	4612	8008	
50	64	6028572	6301	175968	6237	8118	
