sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
10	1	95883	2101	35552	1599	1650	
10	2	194451	1749	31430	1488	1550	
10	4	378988	1618	35125	1598	1652	
10	8	764361	1581	37720	1620	1666	
10	16	1500832	1592	39414	1586	1640	
10	32	3017361	1679	49566	1617	1649	
10	64	5889349	1739	78986	1632	1650	
