sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
50	1	94568	6505	258828	4853	8069	
50	2	183706	5941	246704	4812	8025	
50	4	380424	5226	245617	4817	8133	
50	8	753295	4317	249284	4809	8129	
50	16	1494137	3699	240280	4876	8124	
50	32	3056645	4305	229850	4618	8081	
50	64	5986921	6233	171144	6169	8056	
