sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
50	1	95655	6563	258169	4860	8116	
50	2	184652	5925	248791	4857	8089	
50	4	385755	5177	239156	4799	8085	
50	8	750686	4329	246425	4894	8187	
50	16	1502919	3659	247370	4896	8116	
50	32	2979004	4297	211836	4602	8002	
50	64	6001871	6273	174070	6240	8100	
