sparsity 	partitions 	MSTSetupT 	MSTOps 	SEQSetupT 	SEQOps 	ORDOps
25	1	98061	4714	116344	3320	4136	
25	2	183509	4090	103037	3247	3996	
25	4	380824	3607	103774	3250	4046	
25	8	743408	3025	104739	3266	4038	
25	16	1637627	2941	106756	3307	4113	
25	32	2951583	3249	99475	3372	4083	
25	64	6046297	3802	104998	3738	4112	
